20,23,27,32,28,32,29,12,31,37,23,32,21,55,40,58,40,24,24,18,16,32,13,67,38,28,38,26,21,18,26,35,76,49,51,67,18,21,18,28,41,29,42,23,40,37,48,41,18,21,48,40,67,41,18,39,26,9,18,42,31,26,27,27,32,113,32,81,40,24,18,27


